subject_id,subject_num,sequence,fd_3d_mean,fd_3d_median,fd_axial_mean,fd_axial_median,fd_coronal_mean,fd_coronal_median,fd_sagittal_mean,fd_sagittal_median,lac_3d_mean,lac_3d_median,lac_axial_mean,lac_axial_median,lac_coronal_mean,lac_coronal_median,lac_sagittal_mean,lac_sagittal_median
sub-18_FLAIR,sub-18,FLAIR,1.7370190676515262,1.7688700043045966,1.7038351154625964,1.7297158093186487,1.7275471341835593,1.8007027266893971,1.779674953308423,1.7761914769057439,0.9891890529449503,0.8103000348343162,1.3915581799397498,1.1529812491123936,0.9773997243525391,0.678728032923222,0.5986092545425621,0.5991908224673331
sub-18_T1w,sub-18,T1w,1.7146617755311935,1.7194122953294453,1.7224590743402524,1.7297158093186487,1.7033200039990528,1.7105107361234015,1.7182062482542753,1.7180103405462854,1.1076237052505098,0.9659242975251949,1.200824021349883,1.2003543769419842,1.3107604625631173,0.8911753336891268,0.8112866318385291,0.8062431819444738
sub-6_FLAIR,sub-6,FLAIR,1.789007098453471,1.80275078922461,1.7405793919330075,1.7555463891590013,1.8043543842407805,1.8049483321368724,1.8220875191866246,1.8477576463779557,0.7287916257035754,0.658690058098199,1.0931840962066923,0.951878917130065,0.5532832099894898,0.48908172356694857,0.5399075709145442,0.5351095335975832
sub-6_T1w,sub-6,T1w,1.734628981343531,1.732699416602648,1.7278926841399653,1.6965784284662089,1.7123371784072887,1.721021472246803,1.7636570814833392,1.7804983490949324,1.0639405383289333,0.9143593462621679,1.1926787360601898,1.0297412397094015,1.1144342518579018,0.882076420651403,0.8847086270687083,0.8312603784256991
